time_stamp,Pulsometer_readout,Engine_efficiency,red_Value,blue_Value,green_Value
2018-01-01T23:46:07Z,192,85.02549716737826,122,125,120
2018-01-01T23:46:08Z,193,78.37816386122967,143,128,143
2018-01-01T23:46:09Z,194,82.17887672242847,164,126,161
2018-01-01T23:46:10Z,195,77.93916795421194,182,126,178
2018-01-01T23:46:11Z,196,80.88938555980785,199,126,194
2018-01-01T23:46:12Z,197,77.31231669640798,214,128,211
2018-01-01T23:46:13Z,198,78.53266898351004,227,125,219
2018-01-01T23:46:14Z,199,78.08871012888476,237,127,231
2018-01-01T23:46:15Z,200,80.46768391858735,245,126,238
2018-01-01T23:46:16Z,201,84.43401867317759,251,128,245
2018-01-01T23:46:17Z,202,75.73847655703368,254,128,248
2018-01-01T23:46:18Z,203,81.40775474503668,254,124,245
2018-01-01T23:46:19Z,204,83.85401597953728,252,128,247
2018-01-01T23:46:20Z,205,82.14231699934456,248,130,244
2018-01-01T23:46:21Z,206,80.84465282686321,241,128,235
2018-01-01T23:46:22Z,207,74.40338611667356,231,128,227
2018-01-01T23:46:23Z,208,85.50009157062861,220,128,216
2018-01-01T23:46:24Z,209,80.11539507139477,206,124,199
2018-01-01T23:46:25Z,210,79.21680172635733,190,129,188
2018-01-01T23:46:26Z,211,73.87510296762123,172,128,170
2018-01-01T23:46:27Z,212,77.29494041093642,152,127,151
2018-01-01T23:46:28Z,213,82.18279947294315,131,122,126
2018-01-01T23:46:29Z,214,75.53998035689963,108,128,110
2018-01-01T23:46:30Z,215,78.57358952729834,85,126,85
2018-01-01T23:46:31Z,216,85.07155290804563,61,128,64
2018-01-01T23:46:32Z,217,81.45737157340105,35,127,39
2018-01-01T23:46:33Z,218,78.89964716516367,10,132,20
2018-01-01T23:46:34Z,219,81.39573489831132,14,128,20
2018-01-01T23:46:35Z,220,78.57525931820088,40,129,46
2018-01-01T23:46:36Z,221,79.38232008761389,65,126,66
2018-01-01T23:46:37Z,222,80.54449012398831,89,127,90
2018-01-01T23:46:38Z,223,75.37542211035398,112,132,117
2018-01-01T23:46:39Z,224,78.44906113860081,135,131,138
2018-01-01T23:46:40Z,225,84.99011448217787,156,126,152
2018-01-01T23:46:41Z,226,80.86305580398725,175,127,172
2018-01-01T23:46:42Z,227,86.29748403642046,192,125,187
2018-01-01T23:46:43Z,228,77.53537965382338,208,130,206
2018-01-01T23:46:44Z,229,79.3184047237318,222,128,217
2018-01-01T23:46:45Z,230,85.05981017194132,233,126,226
2018-01-01T23:46:46Z,231,82.38336503300108,242,127,236
2018-01-01T23:46:47Z,232,79.0769962939382,249,129,244
2018-01-01T23:46:48Z,233,83.11386258837862,253,126,245
2018-01-01T23:46:49Z,234,75.01175116933358,254,130,251
2018-01-01T23:46:50Z,235,81.98500728864474,254,129,248
2018-01-01T23:46:51Z,236,84.14669019239231,250,128,244
2018-01-01T23:46:52Z,237,85.16335758130846,244,129,240
2018-01-01T23:46:53Z,238,79.73989093197096,236,127,229
2018-01-01T23:46:54Z,239,83.04853490618466,225,127,220
2018-01-01T23:46:55Z,240,78.71057646431696,212,128,208
2018-01-01T23:46:56Z,241,76.46973870068823,197,128,194
2018-01-01T23:46:57Z,242,80.68477690337178,179,128,177
2018-01-01T23:46:58Z,243,85.52789722542468,160,130,161
2018-01-01T23:46:59Z,244,79.9305443450559,140,127,138
2018-01-01T23:47:00Z,245,74.40458572849506,118,126,117
2018-01-01T23:47:01Z,246,77.04662671879188,95,126,95
2018-01-01T23:47:02Z,247,81.1452956198604,71,127,73
2018-01-01T23:47:03Z,248,83.05708912129211,46,127,49
2018-01-01T23:47:04Z,249,79.0508729311605,21,124,22
2018-01-01T23:47:05Z,250,77.68668410774704,4,128,10
2018-01-01T23:47:06Z,251,86.005462657416885,29,126,33
2018-01-01T23:47:07Z,252,78.65274694593752,54,131,61
2018-01-01T23:47:08Z,253,83.83162395648893,79,129,83
2018-01-01T23:47:09Z,254,84.39532205819,103,129,106
2018-01-01T23:47:10Z,255,80.50113981190778,125,126,124
2018-01-01T23:47:11Z,256,80.32218357081365,147,129,147
2018-01-01T23:47:12Z,1,78.1898853432522,167,125,162
2018-01-01T23:47:13Z,2,81.407852637211,185,130,184
2018-01-01T23:47:14Z,3,77.31876421528618,202,126,197
2018-01-01T23:47:15Z,4,75.0625143477116,216,130,215
2018-01-01T23:47:16Z,5,81.1087695799298,229,129,225
2018-01-01T23:47:17Z,6,84.06597959189874,239,130,235
2018-01-01T23:47:18Z,7,80.34891055504924,246,127,240
2018-01-01T23:47:19Z,8,71.72068613474637,251,125,243
2018-01-01T23:47:20Z,9,75.07513279773354,254,127,247
2018-01-01T23:47:21Z,10,80.6732882948822,254,128,249
2018-01-01T23:47:22Z,11,82.3417744472527,252,126,245
2018-01-01T23:47:23Z,12,71.30977801115392,247,128,242
2018-01-01T23:47:24Z,13,81.30750444814772,239,129,235
2018-01-01T23:47:25Z,14,85.82103593679226,230,128,225
2018-01-01T23:47:26Z,15,78.25679505457352,217,128,214
2018-01-01T23:47:27Z,16,74.06447909283811,203,131,203
2018-01-01T23:47:28Z,17,83.8871063828789,187,127,183
2018-01-01T23:47:29Z,18,80.77856928734126,169,128,167
2018-01-01T23:47:30Z,19,84.3675781490438,149,126,146
2018-01-01T23:47:31Z,20,85.44993910618027,127,128,127
2018-01-01T23:47:32Z,21,78.04088996313982,105,124,103
2018-01-01T23:47:33Z,22,82.57249490318893,81,127,82
2018-01-01T23:47:34Z,23,79.56639242643377,56,125,58
2018-01-01T23:47:35Z,24,83.12919092008887,31,130,38
2018-01-01T23:47:36Z,25,82.33302793982709,6,129,13
2018-01-01T23:47:37Z,26,79.20241414139598,19,129,26
2018-01-01T23:47:38Z,27,86.19600777811942,44,129,49
2018-01-01T23:47:39Z,28,80.1676389618317,69,126,70
2018-01-01T23:47:40Z,29,83.08932261518612,93,131,97
2018-01-01T23:47:41Z,30,70.09553892019456,116,126,115
2018-01-01T23:47:42Z,31,83.22343686376256,138,121,131
2018-01-01T23:47:43Z,32,77.29994948689503,0,130,8
2018-01-01T23:47:44Z,33,77.6085535437957,25,129,31
2018-01-01T23:47:45Z,34,80.93993438516523,50,129,55
2018-01-01T23:47:46Z,35,84.78501160002617,75,125,75
2018-01-01T23:47:47Z,36,81.408329427718,99,126,99
2018-01-01T23:47:48Z,37,80.55899130771112,122,127,122
2018-01-01T23:47:49Z,38,78.33377939602289,143,124,139
2018-01-01T23:47:50Z,39,73.07032276736624,164,127,161
2018-01-01T23:47:51Z,40,78.28632330117033,182,130,182
2018-01-01T23:47:52Z,41,80.21692427358974,199,128,196
2018-01-01T23:47:53Z,42,78.61328616390522,214,128,210
2018-01-01T23:47:54Z,43,77.63496761114071,227,127,221
2018-01-01T23:47:55Z,44,74.25042953695149,237,125,229
2018-01-01T23:47:56Z,45,75.79449092089557,245,127,238
2018-01-01T23:47:57Z,46,76.31956584053911,251,129,246
2018-01-01T23:47:58Z,47,80.46965800896255,254,127,247
2018-01-01T23:47:59Z,48,74.65733415599345,254,124,244
2018-01-01T23:48:00Z,49,76.24077476045036,252,127,246
2018-01-01T23:48:01Z,50,79.67333623760338,248,127,241
2018-01-01T23:48:02Z,51,85.01487839045912,241,126,234
2018-01-01T23:48:03Z,52,78.64675798395588,231,128,227
2018-01-01T23:48:04Z,53,79.85003774579245,220,130,218
2018-01-01T23:48:05Z,54,78.83990766575074,206,128,202
2018-01-01T23:48:06Z,55,82.21836624027935,190,124,183
2018-01-01T23:48:07Z,56,84.93142891091415,172,127,169
2018-01-01T23:48:08Z,57,83.7258188374659,152,128,151
2018-01-01T23:48:09Z,58,77.67993460728401,131,127,130
2018-01-01T23:48:10Z,59,78.09116276594365,108,128,109
2018-01-01T23:48:11Z,60,83.61300088341999,85,129,89
2018-01-01T23:48:12Z,61,79.99785215407081,61,123,59
2018-01-01T23:48:13Z,62,85.5942629713252,35,128,40
2018-01-01T23:48:14Z,63,87.5065725813818,10,128,17
2018-01-01T23:48:15Z,64,84.92866679169143,14,129,21
2018-01-01T23:48:16Z,65,78.83319352223397,40,129,45
2018-01-01T23:48:17Z,66,78.53717827176041,65,129,69
2018-01-01T23:48:18Z,67,85.00867457602729,89,126,90
2018-01-01T23:48:19Z,68,85.29533736384076,112,127,113
2018-01-01T23:48:20Z,69,79.92067206177111,135,124,131
2018-01-01T23:48:21Z,70,79.0185452495898,156,128,154
2018-01-01T23:48:22Z,71,73.81680431979643,175,129,174
2018-01-01T23:48:23Z,72,79.02226687417208,192,129,190
2018-01-01T23:48:24Z,73,79.55637938703451,208,129,206
2018-01-01T23:48:25Z,74,82.06807809576459,222,128,217
2018-01-01T23:48:26Z,75,76.21318874232634,233,124,225
2018-01-01T23:48:27Z,76,71.52135851838891,242,126,235
2018-01-01T23:48:28Z,77,82.04352570570924,249,127,242
2018-01-01T23:48:29Z,78,71.4960034069174,253,125,244
2018-01-01T23:48:30Z,79,76.11586306567462,254,126,246
2018-01-01T23:48:31Z,80,79.33666357178937,254,126,246
2018-01-01T23:48:32Z,81,74.45267715214395,250,127,243
2018-01-01T23:48:33Z,82,79.72514726111959,244,132,242
2018-01-01T23:48:34Z,83,77.40807711031242,236,128,231
2018-01-01T23:48:35Z,84,86.62358280020592,225,127,219
2018-01-01T23:48:36Z,85,75.14034150167448,212,127,207
2018-01-01T23:48:37Z,86,85.20975086740657,197,130,195
2018-01-01T23:48:38Z,87,86.0804043447586,179,126,176
2018-01-01T23:48:39Z,88,80.76211637948163,160,127,158
2018-01-01T23:48:40Z,89,82.4488432563423,140,130,141
2018-01-01T23:48:41Z,90,82.38076804878872,118,127,118
2018-01-01T23:48:42Z,91,84.17338573333247,95,126,94
2018-01-01T23:48:43Z,92,80.35504304569994,71,128,74
2018-01-01T23:48:44Z,93,80.77121615821544,46,129,51
2018-01-01T23:48:45Z,94,73.8533698601201,21,131,30
2018-01-01T23:48:46Z,95,82.14598709037176,4,125,8
2018-01-01T23:48:47Z,96,81.07335652974848,29,125,32
2018-01-01T23:48:48Z,97,79.8860532580535,54,126,56
2018-01-01T23:48:49Z,98,81.19607879799393,79,125,79
2018-01-01T23:48:50Z,99,79.66877284557148,103,127,103
2018-01-01T23:48:51Z,100,81.32978180277031,125,126,124
2018-01-01T23:48:52Z,101,80.52271116666195,147,128,146
2018-01-01T23:48:53Z,102,85.5570722187502,167,125,163
2018-01-01T23:48:54Z,103,76.71742065889546,185,127,182
2018-01-01T23:48:55Z,104,82.03062947034962,202,129,199
2018-01-01T23:48:56Z,105,77.78591056807416,216,128,212
2018-01-01T23:48:57Z,106,79.62990191574626,229,128,224
2018-01-01T23:48:58Z,107,81.67533436916092,239,126,232
2018-01-01T23:48:59Z,108,74.56091032231694,246,131,243
2018-01-01T23:49:00Z,109,74.47604059163183,251,126,244
2018-01-01T23:49:01Z,110,78.92560141688664,254,127,247
2018-01-01T23:49:02Z,111,80.82056145165062,254,125,246
2018-01-01T23:49:03Z,112,81.244525179808,252,130,248
2018-01-01T23:49:04Z,113,78.45866202640498,247,126,239
2018-01-01T23:49:05Z,114,89.76153440007607,239,129,236
2018-01-01T23:49:06Z,115,82.49292596444383,230,126,223
2018-01-01T23:49:07Z,116,81.14920587702707,217,131,216
2018-01-01T23:49:08Z,117,77.3119521577456,203,127,198
2018-01-01T23:49:09Z,118,77.1480904814891,187,125,181
2018-01-01T23:49:10Z,119,82.43498851696127,169,128,167
2018-01-01T23:49:11Z,120,77.79369396714827,149,128,148
2018-01-01T23:49:12Z,121,83.50398588010411,127,126,126
2018-01-01T23:49:13Z,122,86.32646943558909,105,126,104
2018-01-01T23:49:14Z,123,79.50224645498784,81,127,83
2018-01-01T23:49:15Z,124,76.51978233169382,56,128,60
2018-01-01T23:49:16Z,125,85.28678326821928,31,128,37
2018-01-01T23:49:17Z,126,78.78365719139028,6,129,13
2018-01-01T23:49:18Z,127,78.48640070642094,19,126,22
2018-01-01T23:49:19Z,128,71.38777959576421,44,127,47
2018-01-01T23:49:20Z,129,81.75411964019602,69,126,70
2018-01-01T23:49:21Z,130,78.5793075728962,93,129,96
2018-01-01T23:49:22Z,131,84.11099756793104,116,130,119
2018-01-01T23:49:23Z,132,87.37128800863495,138,127,137
2018-01-01T23:49:24Z,133,78.42834248041342,0,125,4
2018-01-01T23:49:25Z,134,78.81494020792499,25,125,27
2018-01-01T23:49:26Z,135,83.84030472434455,50,132,58
2018-01-01T23:49:27Z,136,82.96137629411699,75,132,81
2018-01-01T23:49:28Z,137,84.01510400306174,99,130,103
2018-01-01T23:49:29Z,138,79.34882551526997,122,127,121
2018-01-01T23:49:30Z,139,79.02469155520485,143,127,142
2018-01-01T23:49:31Z,140,77.92265822236264,164,126,160
2018-01-01T23:49:32Z,141,79.6592510440281,182,130,182
2018-01-01T23:49:33Z,142,82.83239981620196,199,126,194
2018-01-01T23:49:34Z,143,84.20141132594362,214,126,208
2018-01-01T23:49:35Z,144,80.6203134474982,227,125,219
2018-01-01T23:49:36Z,145,77.70156055658461,237,128,232
2018-01-01T23:49:37Z,146,82.38932120521065,245,130,242
2018-01-01T23:49:38Z,147,77.30381731888134,251,129,246
2018-01-01T23:49:39Z,148,91.31041381166472,254,126,246
2018-01-01T23:49:40Z,149,77.18244951537388,254,129,250
2018-01-01T23:49:41Z,150,80.81319576735973,252,135,253
2018-01-01T23:49:42Z,151,82.29169528101788,248,128,242
2018-01-01T23:49:43Z,152,77.76034499576156,241,128,235
2018-01-01T23:49:44Z,153,82.27213919068839,231,130,228
2018-01-01T23:49:45Z,154,81.67604085181057,220,125,212
2018-01-01T23:49:46Z,155,79.00910263786609,206,126,200
2018-01-01T23:49:47Z,156,79.47706080946412,190,128,187
2018-01-01T23:49:48Z,157,80.75041640643309,172,125,167
2018-01-01T23:49:49Z,158,78.22655713061735,152,127,151
2018-01-01T23:49:50Z,159,82.88143084539237,131,130,133
2018-01-01T23:49:51Z,160,69.40581816554999,108,126,108
2018-01-01T23:49:52Z,161,85.48872804867386,85,129,88
2018-01-01T23:49:53Z,162,80.15146419917224,61,129,65
2018-01-01T23:49:54Z,163,80.25222235592518,35,127,39
2018-01-01T23:49:55Z,164,83.02591328470187,10,126,15
2018-01-01T23:49:56Z,165,75.81800986955253,14,129,21
2018-01-01T23:49:57Z,166,81.12382416282846,40,130,46
2018-01-01T23:49:58Z,167,81.67886981872098,65,129,69
2018-01-01T23:49:59Z,168,81.1662503437507,89,132,95
2018-01-01T23:50:00Z,169,78.13958509063882,112,128,113
2018-01-01T23:50:01Z,170,75.90684204339611,135,128,135
2018-01-01T23:50:02Z,171,81.9294854925623,156,131,157
2018-01-01T23:50:03Z,172,87.19719589659789,175,129,174
2018-01-01T23:50:04Z,173,76.6081961738254,192,131,192
2018-01-01T23:50:05Z,174,74.47510206464693,208,127,204
2018-01-01T23:50:06Z,175,79.66162285707462,222,128,217
2018-01-01T23:50:07Z,176,79.57064501460358,233,126,226
2018-01-01T23:50:08Z,177,76.45899815278685,242,124,233
2018-01-01T23:50:09Z,178,78.70279816329531,249,126,242
2018-01-01T23:50:10Z,179,82.47621891640517,253,129,248
2018-01-01T23:50:11Z,180,81.20976810270243,254,127,248
2018-01-01T23:50:12Z,181,83.42056463045364,254,128,248
2018-01-01T23:50:13Z,182,78.23585953223412,250,126,243
2018-01-01T23:50:14Z,183,74.3613368706961,244,126,236
2018-01-01T23:50:15Z,184,85.581486039555,236,129,232
2018-01-01T23:50:16Z,185,86.22121860552082,225,132,224
2018-01-01T23:50:17Z,186,71.06929091017518,212,129,209
2018-01-01T23:50:18Z,187,89.16322223233702,197,128,194
2018-01-01T23:50:19Z,188,84.37764716653048,179,128,177
2018-01-01T23:50:20Z,189,76.2805912561891,160,129,160
2018-01-01T23:50:21Z,190,84.11092638953116,140,129,140
2018-01-01T23:50:22Z,191,82.1032539080678,118,127,118
2018-01-01T23:50:23Z,192,84.35317408819591,95,131,99
2018-01-01T23:50:24Z,193,79.92185217930883,71,129,75
2018-01-01T23:50:25Z,194,83.72763918010489,46,125,48
2018-01-01T23:50:26Z,195,88.32752032135768,21,125,23
2018-01-01T23:50:27Z,196,78.38307534184828,4,127,9
2018-01-01T23:50:28Z,197,81.10411594193693,29,129,36
2018-01-01T23:50:29Z,198,85.00032657889847,54,130,60
2018-01-01T23:50:30Z,199,78.96428658758965,79,126,80
2018-01-01T23:50:31Z,200,81.16053439370538,103,126,103
2018-01-01T23:50:32Z,201,76.77393337133772,125,129,127
2018-01-01T23:50:33Z,202,78.45056381163603,147,130,148
2018-01-01T23:50:34Z,203,77.72569745832503,167,126,164
2018-01-01T23:50:35Z,204,80.557426894342,185,128,183
2018-01-01T23:50:36Z,205,82.78944514680758,202,125,196
2018-01-01T23:50:37Z,206,81.910538042537965,216,129,213
2018-01-01T23:50:38Z,207,80.78760285533211,229,126,222
2018-01-01T23:50:39Z,208,73.43673467577145,239,124,230
2018-01-01T23:50:40Z,209,91.0255968042314,246,129,242
2018-01-01T23:50:41Z,210,70.5854409663752,251,129,247
2018-01-01T23:50:42Z,211,79.8611253980828,254,126,247
2018-01-01T23:50:43Z,212,78.83187247110597,254,130,250
2018-01-01T23:50:44Z,213,73.77846220989622,252,128,246
2018-01-01T23:50:45Z,214,79.62631606800201,247,128,242
2018-01-01T23:50:46Z,215,81.74715610585146,239,130,236
2018-01-01T23:50:47Z,216,81.66094661563297,230,126,223
2018-01-01T23:50:48Z,217,82.68798138270236,217,129,215
2018-01-01T23:50:49Z,218,79.19226269308739,203,127,198
2018-01-01T23:50:50Z,219,90.59592907851011,187,129,185
2018-01-01T23:50:51Z,220,77.93867378206468,169,127,166
2018-01-01T23:50:52Z,221,77.05250682144111,149,128,148
2018-01-01T23:50:53Z,222,78.47801434093554,127,132,131
2018-01-01T23:50:54Z,223,74.48793836836552,105,124,102
2018-01-01T23:50:55Z,224,78.92233978597245,81,130,86
2018-01-01T23:50:56Z,225,78.12252879415847,56,127,60
2018-01-01T23:50:57Z,226,81.50433928929246,31,125,33
2018-01-01T23:50:58Z,227,76.98770315386498,6,126,11
2018-01-01T23:50:59Z,228,76.55243882584564,19,126,23
2018-01-01T23:51:00Z,229,78.9989182072064,44,128,49
2018-01-01T23:51:01Z,230,76.60509871546073,69,126,70
2018-01-01T23:51:02Z,231,82.05628095025361,93,127,94
2018-01-01T23:51:03Z,232,78.65240541780396,116,127,116
2018-01-01T23:51:04Z,233,77.1999446084576,138,128,138
2018-01-01T23:51:05Z,234,78.83257569946244,0,126,5
2018-01-01T23:51:06Z,235,78.98479697804873,25,124,27
2018-01-01T23:51:07Z,236,85.87952031590936,50,127,53
2018-01-01T23:51:08Z,237,83.67289240216853,75,127,77
2018-01-01T23:51:09Z,238,84.69305182957856,99,126,99
2018-01-01T23:51:10Z,239,85.32869322641139,122,129,123
2018-01-01T23:51:11Z,240,76.94053146467532,143,129,144
2018-01-01T23:51:12Z,241,77.96040986167887,164,127,161
2018-01-01T23:51:13Z,242,77.15224935145348,182,131,183
2018-01-01T23:51:14Z,243,82.04282648941113,199,130,198
2018-01-01T23:51:15Z,244,84.24339443613545,214,128,210
2018-01-01T23:51:16Z,245,75.95955412670891,227,123,217
2018-01-01T23:51:17Z,246,84.19825866660885,237,126,231
2018-01-01T23:51:18Z,247,75.92430256053717,245,123,235
2018-01-01T23:51:19Z,248,70.928448065009,251,127,244
2018-01-01T23:51:20Z,249,71.63060099715003,254,127,247
2018-01-01T23:51:21Z,250,74.4079430188264,254,126,247
2018-01-01T23:51:22Z,251,81.31018801148363,252,128,247
2018-01-01T23:51:23Z,252,76.13128455332773,248,126,241
2018-01-01T23:51:24Z,253,82.58040812191108,241,129,237
2018-01-01T23:51:25Z,254,83.85631969151576,231,130,228
2018-01-01T23:51:26Z,255,80.00196538946935,220,127,215
2018-01-01T23:51:27Z,256,81.48602683629579,206,127,202
2018-01-01T23:51:28Z,1,81.00211269412836,190,129,188
2018-01-01T23:51:29Z,2,79.39224798055272,172,131,173
2018-01-01T23:51:30Z,3,77.38099657977452,152,131,154
2018-01-01T23:51:31Z,4,78.9208233250721,131,124,127
2018-01-01T23:51:32Z,5,79.55463619275979,108,127,109
2018-01-01T23:51:33Z,6,78.0351057772478,85,125,84
2018-01-01T23:51:34Z,7,77.23618056801648,61,128,65
2018-01-01T23:51:35Z,8,74.46631061893649,35,125,38
2018-01-01T23:51:36Z,9,77.26121433696815,10,128,17
2018-01-01T23:51:37Z,10,87.38872973266635,14,124,17
2018-01-01T23:51:38Z,11,84.25957105174969,40,128,45
2018-01-01T23:51:39Z,12,78.98986664616038,65,126,66
2018-01-01T23:51:40Z,13,77.42313472312348,89,128,91
2018-01-01T23:51:41Z,14,81.91671055618852,112,125,110
2018-01-01T23:51:42Z,15,76.6559817510098,135,126,133
2018-01-01T23:51:43Z,16,76.46575059590556,156,125,152
2018-01-01T23:51:44Z,17,82.9740207917041,175,124,169
2018-01-01T23:51:45Z,18,75.68294273262259,192,131,193
2018-01-01T23:51:46Z,19,86.62664130019985,208,126,203
2018-01-01T23:51:47Z,20,84.20679482345643,222,123,213
2018-01-01T23:51:48Z,21,81.77487141389801,233,128,228
2018-01-01T23:51:49Z,22,81.97036917530099,242,127,236
2018-01-01T23:51:50Z,23,74.59213771186319,249,127,242
2018-01-01T23:51:51Z,24,83.86174405996951,253,130,249
2018-01-01T23:51:52Z,25,84.78256107396572,254,129,250
2018-01-01T23:51:53Z,26,80.7869745955449,254,128,248
2018-01-01T23:51:54Z,27,77.9660817678423,250,127,243
2018-01-01T23:51:55Z,28,75.986944205515,244,126,237
2018-01-01T23:51:56Z,29,78.6756704969455,236,127,230
2018-01-01T23:51:57Z,30,79.79869817987743,225,126,218
2018-01-01T23:51:58Z,31,75.57949447131378,212,128,208
2018-01-01T23:51:59Z,32,80.68434328216682,197,125,191
2018-01-01T23:52:00Z,33,85.85574496107668,179,126,175
2018-01-01T23:52:01Z,34,78.1770531866037,160,129,160
2018-01-01T23:52:02Z,35,80.31863284933839,140,129,141
2018-01-01T23:52:03Z,36,81.81037920772543,118,128,119
2018-01-01T23:52:04Z,37,77.66419287579721,95,126,95
2018-01-01T23:52:05Z,38,85.63899610268722,71,125,71
2018-01-01T23:52:06Z,39,80.53636268305027,46,127,49
2018-01-01T23:52:07Z,40,82.27550287490044,21,126,24
2018-01-01T23:52:08Z,41,84.96853491739189,4,126,8
2018-01-01T23:52:09Z,42,81.34959649096571,29,130,36
2018-01-01T23:52:10Z,43,80.78129284846474,54,132,63
2018-01-01T23:52:11Z,44,74.62956513256367,79,125,79
2018-01-01T23:52:12Z,45,79.78403106278412,103,130,106
2018-01-01T23:52:13Z,46,79.79849751968192,125,128,126
2018-01-01T23:52:14Z,47,75.45172424162106,147,130,148
2018-01-01T23:52:15Z,48,83.71055846007712,167,130,167
2018-01-01T23:52:16Z,49,81.3344302325114,185,133,188
2018-01-01T23:52:17Z,50,80.68971173150847,202,125,196
2018-01-01T23:52:18Z,51,73.58182010765958,216,127,211
2018-01-01T23:52:19Z,52,86.17112190995319,229,126,223
2018-01-01T23:52:20Z,53,79.69727812518242,239,127,232
2018-01-01T23:52:21Z,54,78.57632954870748,246,126,239
2018-01-01T23:52:22Z,55,76.7177625433849,251,127,245
2018-01-01T23:52:23Z,56,76.79906298465313,254,126,246
2018-01-01T23:52:24Z,57,81.03710402155117,254,126,246
2018-01-01T23:52:25Z,58,75.44815539655312,252,128,246
2018-01-01T23:52:26Z,59,76.00382357458808,247,128,241
2018-01-01T23:52:27Z,60,84.69165784635065,239,126,232
2018-01-01T23:52:28Z,61,80.69748760166529,230,134,230
2018-01-01T23:52:29Z,62,77.30096332663581,217,128,213
2018-01-01T23:52:30Z,63,74.48741455576352,203,125,197
2018-01-01T23:52:31Z,64,74.9784176137084,187,126,182
2018-01-01T23:52:32Z,65,82.58399592875983,169,127,166
2018-01-01T23:52:33Z,66,73.7932427924698,149,127,147
2018-01-01T23:52:34Z,67,86.97424634251624,127,127,127
2018-01-01T23:52:35Z,68,80.46967404749938,105,129,107
2018-01-01T23:52:36Z,69,80.99066488610673,81,128,84
2018-01-01T23:52:37Z,70,86.65878348372917,56,130,62
2018-01-01T23:52:38Z,71,78.78934687209362,31,124,32
2018-01-01T23:52:39Z,72,78.79802486962208,6,126,10
2018-01-01T23:52:40Z,73,80.16415389291261,19,125,22
2018-01-01T23:52:41Z,74,74.41687828989726,44,129,49
2018-01-01T23:52:42Z,75,75.42829903901864,69,130,74
2018-01-01T23:52:43Z,76,79.26242190249368,93,124,91
2018-01-01T23:52:44Z,77,83.45419512590067,116,128,117
2018-01-01T23:52:45Z,78,83.26655994120307,138,127,137
2018-01-01T23:52:46Z,79,83.93542357936052,0,128,6
2018-01-01T23:52:47Z,80,82.56306623760156,25,132,35
2018-01-01T23:52:48Z,81,76.87929943118425,50,129,55
2018-01-01T23:52:49Z,82,73.61330526709729,75,129,79
2018-01-01T23:52:50Z,83,78.9297066416024,99,128,101
2018-01-01T23:52:51Z,84,76.25561704178808,122,129,124
2018-01-01T23:52:52Z,85,75.35347975131931,143,127,142
2018-01-01T23:52:53Z,86,79.46149050874023,164,124,159
2018-01-01T23:52:54Z,87,83.90307534111241,182,126,178
2018-01-01T23:52:55Z,88,79.35196058350559,199,130,198
2018-01-01T23:52:56Z,89,78.21565544738851,214,127,209
2018-01-01T23:52:57Z,90,83.87789207954063,227,131,225
2018-01-01T23:52:58Z,91,81.27749768302476,237,124,228
2018-01-01T23:52:59Z,92,83.80977013223536,245,130,242
2018-01-01T23:53:00Z,93,79.7272962880235,251,128,245
2018-01-01T23:53:01Z,94,86.06653095807656,254,127,247
2018-01-01T23:53:02Z,95,79.46760458641113,254,130,250
2018-01-01T23:53:03Z,96,77.57723852505133,252,128,247
2018-01-01T23:53:04Z,97,77.77168653808324,248,123,238
2018-01-01T23:53:05Z,98,79.50418303689418,241,123,231
2018-01-01T23:53:06Z,99,78.8329064566516,231,124,223
2018-01-01T23:53:07Z,100,81.62260454550419,220,126,214
2018-01-01T23:53:08Z,101,77.3849196946564,206,124,199
2018-01-01T23:53:09Z,102,77.85487337801186,190,127,186
2018-01-01T23:53:10Z,103,79.6417995020334,172,126,168
2018-01-01T23:53:11Z,104,82.1213989216007,152,127,150
2018-01-01T23:53:12Z,105,82.1297251141783,131,129,132
2018-01-01T23:53:13Z,106,74.80472342590036,108,130,111
2018-01-01T23:53:14Z,107,84.59813245838306,85,129,88
2018-01-01T23:53:15Z,108,78.90984960444825,61,124,60
2018-01-01T23:53:16Z,109,82.15775309890319,35,128,40
2018-01-01T23:53:17Z,110,79.70012550537677,10,124,12
2018-01-01T23:53:18Z,111,75.73943830407158,14,129,21
2018-01-01T23:53:19Z,112,78.9054748844349,40,128,44
2018-01-01T23:53:20Z,113,73.60033313736162,65,128,68
2018-01-01T23:53:21Z,114,75.93150412142681,89,127,91
2018-01-01T23:53:22Z,115,87.18103227219166,112,129,115
2018-01-01T23:53:23Z,116,75.8019404790724,135,125,132
2018-01-01T23:53:24Z,117,83.56268266130942,156,124,151
2018-01-01T23:53:25Z,118,77.89722812760739,175,128,172
2018-01-01T23:53:26Z,119,82.97541173737889,192,128,189
2018-01-01T23:53:27Z,120,81.98190836832948,208,128,205
2018-01-01T23:53:28Z,121,81.54098098363829,222,131,220
2018-01-01T23:53:29Z,122,84.81718559725223,233,128,228
2018-01-01T23:53:30Z,123,84.84915720158472,242,128,237
2018-01-01T23:53:31Z,124,90.98078116269649,249,126,241
2018-01-01T23:53:32Z,125,80.75126342289887,253,125,244
2018-01-01T23:53:33Z,126,85.84446224607676,254,129,250
2018-01-01T23:53:34Z,127,77.76833016212018,254,131,250
2018-01-01T23:53:35Z,128,83.39309703846051,250,128,244
2018-01-01T23:53:36Z,129,81.5848922239471,244,126,237
